Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season,FirstName
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",BUL,Women,K-1 500M (Kayak Single),Gold,Summer,Vania
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GDR,Women,K-1 500M (Kayak Single),Silver,Summer,Birgit
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FOSTER, Peter",AUS,Men,K-2 1000M (Kayak Double),Bronze,Summer,Peter
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GRAHAM, Kelvin John",AUS,Men,K-2 1000M (Kayak Double),Bronze,Summer,Kelvin
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BARTON, Gregory Mark",USA,Men,K-2 1000M (Kayak Double),Gold,Summer,Gregory
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BELLINGHAM, Norman Dean",USA,Men,K-2 1000M (Kayak Double),Gold,Summer,Norman
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FERGUSON, Ian Gordon",NZL,Men,K-2 1000M (Kayak Double),Silver,Summer,Ian
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MAC DONALD, Christopher Paul",NZL,Men,K-2 1000M (Kayak Double),Silver,Summer,Christopher
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"ABRAHAM, Attila",HUN,Men,K-2 500M (Kayak Double),Bronze,Summer,Attila
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"CSIPES, Ferenc",HUN,Men,K-2 500M (Kayak Double),Bronze,Summer,Ferenc
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FERGUSON, Ian Gordon",NZL,Men,K-2 500M (Kayak Double),Gold,Summer,Ian
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MAC DONALD, Christopher Paul",NZL,Men,K-2 500M (Kayak Double),Gold,Summer,Christopher
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DENISOV, Victor",URS,Men,K-2 500M (Kayak Double),Silver,Summer,Victor
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"NAGAEV, Igor",URS,Men,K-2 500M (Kayak Double),Silver,Summer,Igor
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"COX, Annemarie",NED,Women,K-2 500M (Kayak Double),Bronze,Summer,Annemarie
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DERCKX, Annemarie",NED,Women,K-2 500M (Kayak Double),Bronze,Summer,Annemarie
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GDR,Women,K-2 500M (Kayak Double),Gold,Summer,Birgit
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"NOTHNAGEL-VON SECK, Anke",GDR,Women,K-2 500M (Kayak Double),Gold,Summer,Anke
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",BUL,Women,K-2 500M (Kayak Double),Silver,Summer,Vania
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PALIISKA, Diana",BUL,Women,K-2 500M (Kayak Double),Silver,Summer,Diana
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BLIESENER, Hans-Jorg",GDR,Men,K-4 1000M (Kayak Four),Bronze,Summer,Hans-Jorg
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"BLUHM, Kay",GDR,Men,K-4 1000M (Kayak Four),Bronze,Summer,Kay
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"STAHLE, Andreas",GDR,Men,K-4 1000M (Kayak Four),Bronze,Summer,Andreas
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"WOHLLEBE, Andre",GDR,Men,K-4 1000M (Kayak Four),Bronze,Summer,Andre
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"ABRAHAM, Attila",HUN,Men,K-4 1000M (Kayak Four),Gold,Summer,Attila
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"CSIPES, Ferenc",HUN,Men,K-4 1000M (Kayak Four),Gold,Summer,Ferenc
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GYULAY, Zsolt",HUN,Men,K-4 1000M (Kayak Four),Gold,Summer,Zsolt
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"HODOSI, Sandor",HUN,Men,K-4 1000M (Kayak Four),Gold,Summer,Sandor
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"DENISOV, Victor",URS,Men,K-4 1000M (Kayak Four),Silver,Summer,Victor
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"KIRSANOV, Sergei",URS,Men,K-4 1000M (Kayak Four),Silver,Summer,Sergei
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MOTUZENKO, Aleksandr",URS,Men,K-4 1000M (Kayak Four),Silver,Summer,Aleksandr
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"NAGAEV, Igor",URS,Men,K-4 1000M (Kayak Four),Silver,Summer,Igor
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GUECHEVA, Vania",BUL,Women,K-4 500M (Kayak Four),Bronze,Summer,Vania
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"IVANOVA-MILKOVA, Borislava",BUL,Women,K-4 500M (Kayak Four),Bronze,Summer,Borislava
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PALIISKA, Diana",BUL,Women,K-4 500M (Kayak Four),Bronze,Summer,Diana
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PETKOVA, Ogniana",BUL,Women,K-4 500M (Kayak Four),Bronze,Summer,Ogniana
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"FISCHER, Birgit",GDR,Women,K-4 500M (Kayak Four),Gold,Summer,Birgit
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"NOTHNAGEL-VON SECK, Anke",GDR,Women,K-4 500M (Kayak Four),Gold,Summer,Anke
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"PORTWICH, Ramona",GDR,Women,K-4 500M (Kayak Four),Gold,Summer,Ramona
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"SINGER, Heike",GDR,Women,K-4 500M (Kayak Four),Gold,Summer,Heike
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"GECZI, Erika",HUN,Women,K-4 500M (Kayak Four),Silver,Summer,Erika
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"KOBAN, Rita",HUN,Women,K-4 500M (Kayak Four),Silver,Summer,Rita
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"MESZAROS, Erika",HUN,Women,K-4 500M (Kayak Four),Silver,Summer,Erika
1988,Seoul,Canoe / Kayak,Canoe / Kayak F,"RAKUSZ, Eva",HUN,Women,K-4 500M (Kayak Four),Silver,Summer,Eva
1988,Seoul,Cycling,Cycling Road,"HENN, Christian",FRG,Men,Individual Road Race,Bronze,Summer,Christian
1988,Seoul,Cycling,Cycling Road,"LUDWIG, Olaf",GDR,Men,Individual Road Race,Gold,Summer,Olaf
1988,Seoul,Cycling,Cycling Road,"GRONE, Bernd",FRG,Men,Individual Road Race,Silver,Summer,Bernd
1988,Seoul,Cycling,Cycling Road,"ZILPORYTE, Laima",URS,Women,Individual Road Race,Bronze,Summer,Laima
1988,Seoul,Cycling,Cycling Road,"KNOL, Monique",NED,Women,Individual Road Race,Gold,Summer,Monique
1988,Seoul,Cycling,Cycling Road,"NIEHAUS, Judith",FRG,Women,Individual Road Race,Silver,Summer,Judith
1988,Seoul,Cycling,Cycling Road,"JARL, Anders",SWE,Men,Team Time Trial,Bronze,Summer,Anders
1988,Seoul,Cycling,Cycling Road,"JOHANSSON, Bjorn",SWE,Men,Team Time Trial,Bronze,Summer,Bjorn
1988,Seoul,Cycling,Cycling Road,"KARLSSON, Jan",SWE,Men,Team Time Trial,Bronze,Summer,Jan
1988,Seoul,Cycling,Cycling Road,"LAFIS, Michel",SWE,Men,Team Time Trial,Bronze,Summer,Michel
1988,Seoul,Cycling,Cycling Road,"AMPLER, Uwe",GDR,Men,Team Time Trial,Gold,Summer,Uwe
1988,Seoul,Cycling,Cycling Road,"KUMMER, Mario",GDR,Men,Team Time Trial,Gold,Summer,Mario
1988,Seoul,Cycling,Cycling Road,"LANDSMANN, Maik",GDR,Men,Team Time Trial,Gold,Summer,Maik
1988,Seoul,Cycling,Cycling Road,"SCHUR, Jan",GDR,Men,Team Time Trial,Gold,Summer,Jan
1988,Seoul,Cycling,Cycling Road,"HALUPCZOK, Joachim",POL,Men,Team Time Trial,Silver,Summer,Joachim
1988,Seoul,Cycling,Cycling Road,"JASKULA, Zenon",POL,Men,Team Time Trial,Silver,Summer,Zenon
1988,Seoul,Cycling,Cycling Road,"LESNIEWSKI, Marek",POL,Men,Team Time Trial,Silver,Summer,Marek
1988,Seoul,Cycling,Cycling Road,"SYPYTKOWSKI, Andrzej",POL,Men,Team Time Trial,Silver,Summer,Andrzej
1988,Seoul,Cycling,Cycling Track,"LECHNER, Robert",FRG,Men,1KM Time Trial,Bronze,Summer,Robert
1988,Seoul,Cycling,Cycling Track,"KIRICHENKO, Aleksandr",URS,Men,1KM Time Trial,Gold,Summer,Aleksandr
1988,Seoul,Cycling,Cycling Track,"VINNICOMBE, Martin",AUS,Men,1KM Time Trial,Silver,Summer,Martin
1988,Seoul,Cycling,Cycling Track,"DITTERT, Bernd",GDR,Men,Individual Pursuit,Bronze,Summer,Bernd
1988,Seoul,Cycling,Cycling Track,"UMARAS, Gintautas",URS,Men,Individual Pursuit,Gold,Summer,Gintautas
1988,Seoul,Cycling,Cycling Track,"WOODS, Dean",AUS,Men,Individual Pursuit,Silver,Summer,Dean
1988,Seoul,Cycling,Cycling Track,"GANEEV, Marat",URS,Men,Points Race,Bronze,Summer,Marat
1988,Seoul,Cycling,Cycling Track,"FROST, Dan",DEN,Men,Points Race,Gold,Summer,Dan
1988,Seoul,Cycling,Cycling Track,"PEELEN, Leo",NED,Men,Points Race,Silver,Summer,Leo
1988,Seoul,Cycling,Cycling Track,"PARASKEVIN-YOUNG, Connie",USA,Women,Sprint,Bronze,Summer,Connie
1988,Seoul,Cycling,Cycling Track,"SALUMAE, Erika",URS,Women,Sprint,Gold,Summer,Erika
1988,Seoul,Cycling,Cycling Track,"LUDING, Christa",GDR,Women,Sprint,Silver,Summer,Christa
1988,Seoul,Cycling,Cycling Track,"NEIWAND, Garry Malcolm",AUS,Men,Sprint Indivual,Bronze,Summer,Garry
1988,Seoul,Cycling,Cycling Track,"HESSLICH, Lutz",GDR,Men,Sprint Indivual,Gold,Summer,Lutz
1988,Seoul,Cycling,Cycling Track,"KOVSH, Nikolai",URS,Men,Sprint Indivual,Silver,Summer,Nikolai
1988,Seoul,Cycling,Cycling Track,"DUTTON, Brett",AUS,Men,Team Pursuit (4000M),Bronze,Summer,Brett
1988,Seoul,Cycling,Cycling Track,"MCCARNEY, Wayne",AUS,Men,Team Pursuit (4000M),Bronze,Summer,Wayne
1988,Seoul,Cycling,Cycling Track,"MCGLEDE, Stephen John",AUS,Men,Team Pursuit (4000M),Bronze,Summer,Stephen
1988,Seoul,Cycling,Cycling Track,"WOODS, Dean",AUS,Men,Team Pursuit (4000M),Bronze,Summer,Dean
1988,Seoul,Cycling,Cycling Track,"EKIMOV, Vyacheslav",URS,Men,Team Pursuit (4000M),Gold,Summer,Vyacheslav
1988,Seoul,Cycling,Cycling Track,"KASPUTIS, Arturas",URS,Men,Team Pursuit (4000M),Gold,Summer,Arturas
1988,Seoul,Cycling,Cycling Track,"NELYUBIN, Dmitri",URS,Men,Team Pursuit (4000M),Gold,Summer,Dmitri
1988,Seoul,Cycling,Cycling Track,"UMARAS, Gintautas",URS,Men,Team Pursuit (4000M),Gold,Summer,Gintautas
1988,Seoul,Cycling,Cycling Track,"BLOCHWITZ, Steffen",GDR,Men,Team Pursuit (4000M),Silver,Summer,Steffen
1988,Seoul,Cycling,Cycling Track,"HENNIG, Roland",GDR,Men,Team Pursuit (4000M),Silver,Summer,Roland
1988,Seoul,Cycling,Cycling Track,"MEIER, Dirk",GDR,Men,Team Pursuit (4000M),Silver,Summer,Dirk
1988,Seoul,Cycling,Cycling Track,"WOLF, Carsten",GDR,Men,Team Pursuit (4000M),Silver,Summer,Carsten
1988,Seoul,Equestrian,Dressage,"STUECKELBERGER, Christine",SUI,Women,Individual,Bronze,Summer,Christine
1988,Seoul,Equestrian,Dressage,"UPHOFF-BECKER, Nicole",FRG,Women,Individual,Gold,Summer,Nicole
1988,Seoul,Equestrian,Dressage,"OTTO-CREPIN, Margit",FRA,Women,Individual,Silver,Summer,Margit
1988,Seoul,Equestrian,Dressage,"NICOLL, Ashley",CAN,Men,Team,Bronze,Summer,Ashley
1988,Seoul,Equestrian,Dressage,"KLIMKE, Reiner",FRG,Men,Team,Gold,Summer,Reiner
1988,Seoul,Equestrian,Dressage,"HOFER, Otto Josef",SUI,Men,Team,Silver,Summer,Otto
1988,Seoul,Equestrian,Dressage,"RAMSEIER, Daniel",SUI,Men,Team,Silver,Summer,Daniel
1988,Seoul,Equestrian,Dressage,"SCHATZMANN, Samuel",SUI,Men,Team,Silver,Summer,Samuel
1988,Seoul,Equestrian,Dressage,"NEALE-ISHOY, Cynthia Margaret",CAN,Women,Team,Bronze,Summer,Cynthia
1988,Seoul,Equestrian,Dressage,"PRACHT, Eva Maria",CAN,Women,Team,Bronze,Summer,Eva
1988,Seoul,Equestrian,Dressage,"SMITH, Gina",CAN,Women,Team,Bronze,Summer,Gina
1988,Seoul,Equestrian,Dressage,"LINSENHOFF, Ann-Kathrin",FRG,Women,Team,Gold,Summer,Ann-Kathrin
1988,Seoul,Equestrian,Dressage,"TEODORESCU, Monica",FRG,Women,Team,Gold,Summer,Monica
1988,Seoul,Equestrian,Dressage,"UPHOFF-BECKER, Nicole",FRG,Women,Team,Gold,Summer,Nicole
1988,Seoul,Equestrian,Dressage,"STUECKELBERGER, Christine",SUI,Women,Team,Silver,Summer,Christine
1988,Seoul,Equestrian,Eventing,"TODD, Mark",NZL,Men,Individual,Gold,Summer,Mark
1988,Seoul,Equestrian,Eventing,"STARK, Ian",GBR,Men,Individual,Silver,Summer,Ian
1988,Seoul,Equestrian,Eventing,"HOLGATE-LENG, Virginia",GBR,Women,Individual,Bronze,Summer,Virginia
1988,Seoul,Equestrian,Eventing,"BENNIE, Andrew",NZL,Men,Team,Bronze,Summer,Andrew
1988,Seoul,Equestrian,Eventing,"TODD, Mark",NZL,Men,Team,Bronze,Summer,Mark
1988,Seoul,Equestrian,Eventing,"BAUMANN, Matthias Andreas",FRG,Men,Team,Gold,Summer,Matthias
1988,Seoul,Equestrian,Eventing,"EHRENBRINK, Ralf",FRG,Men,Team,Gold,Summer,Ralf
1988,Seoul,Equestrian,Eventing,"ERHORN, Claus",FRG,Men,Team,Gold,Summer,Claus
1988,Seoul,Equestrian,Eventing,"KASPAREIT, Thies",FRG,Men,Team,Gold,Summer,Thies
1988,Seoul,Equestrian,Eventing,"PHILLIPS, Mark Anthony Peter",GBR,Men,Team,Silver,Summer,Mark
1988,Seoul,Equestrian,Eventing,"STARK, Ian",GBR,Men,Team,Silver,Summer,Ian
1988,Seoul,Equestrian,Eventing,"KNIGHTON, Margaret",NZL,Women,Team,Bronze,Summer,Margaret
1988,Seoul,Equestrian,Eventing,"POTTINGER, Tinks",NZL,Women,Team,Bronze,Summer,Tinks
1988,Seoul,Equestrian,Eventing,"HOLGATE-LENG, Virginia",GBR,Women,Team,Silver,Summer,Virginia
1988,Seoul,Equestrian,Eventing,"STRAKER, Karen",GBR,Women,Team,Silver,Summer,Karen
1988,Seoul,Equestrian,Jumping,"HUCK, Karsten",FRG,Men,Individual,Bronze,Summer,Karsten
1988,Seoul,Equestrian,Jumping,"DURAND JR., Pierre",FRA,Men,Individual,Gold,Summer,Pierre
1988,Seoul,Equestrian,Jumping,"BEST, Gregory Alan",USA,Men,Individual,Silver,Summer,Gregory
1988,Seoul,Equestrian,Jumping,"BOURDY, Hubert",FRA,Men,Team,Bronze,Summer,Hubert
1988,Seoul,Equestrian,Jumping,"COTTIER, Frederic",FRA,Men,Team,Bronze,Summer,Frederic
1988,Seoul,Equestrian,Jumping,"DURAND JR., Pierre",FRA,Men,Team,Bronze,Summer,Pierre
1988,Seoul,Equestrian,Jumping,"ROBERT, Michel",FRA,Men,Team,Bronze,Summer,Michel
1988,Seoul,Equestrian,Jumping,"BEERBAUM, Ludger",FRG,Men,Team,Gold,Summer,Ludger
1988,Seoul,Equestrian,Jumping,"BRINKMANN, Wolfgang",FRG,Men,Team,Gold,Summer,Wolfgang
1988,Seoul,Equestrian,Jumping,"HAFEMEISTER, Dirk",FRG,Men,Team,Gold,Summer,Dirk
1988,Seoul,Equestrian,Jumping,"SLOOTHAAK, Franke",FRG,Men,Team,Gold,Summer,Franke
1988,Seoul,Equestrian,Jumping,"BEST, Gregory Alan",USA,Men,Team,Silver,Summer,Gregory
1988,Seoul,Equestrian,Jumping,"FARGIS, Joseph Halpin, Iv",USA,Men,Team,Silver,Summer,Joseph
1988,Seoul,Equestrian,Jumping,"JACQUIN, Lisa Ann",USA,Women,Team,Silver,Summer,Lisa
1988,Seoul,Equestrian,Jumping,"KURSINSKI, Anne Kindig",USA,Women,Team,Silver,Summer,Anne
1988,Seoul,Fencing,Fencing,"CHOUVALOV, Andrei",URS,Men,Épée Individual,Bronze,Summer,Andrei
1988,Seoul,Fencing,Fencing,"SCHMITT, Arnd Rüdiger",FRG,Men,Épée Individual,Gold,Summer,Arnd
1988,Seoul,Fencing,Fencing,"RIBOUD, Philippe",FRA,Men,Épée Individual,Silver,Summer,Philippe
1988,Seoul,Fencing,Fencing,"CHOUVALOV, Andrei",URS,Men,Épée Team,Bronze,Summer,Andrei
1988,Seoul,Fencing,Fencing,"KOLOBKOV, Pavel",URS,Men,Épée Team,Bronze,Summer,Pavel
1988,Seoul,Fencing,Fencing,"REZNITCHENKO, Vladimir",URS,Men,Épée Team,Bronze,Summer,Vladimir
1988,Seoul,Fencing,Fencing,"TIKHOMIROV, Igor",URS,Men,Épée Team,Bronze,Summer,Igor
1988,Seoul,Fencing,Fencing,"TISHKO, Mikhail",URS,Men,Épée Team,Bronze,Summer,Mikhail
1988,Seoul,Fencing,Fencing,"DELPLA, Frederic",FRA,Men,Épée Team,Gold,Summer,Frederic
1988,Seoul,Fencing,Fencing,"HENRY, Jean-Michel",FRA,Men,Épée Team,Gold,Summer,Jean-Michel
1988,Seoul,Fencing,Fencing,"LENGLET, Olivier",FRA,Men,Épée Team,Gold,Summer,Olivier
1988,Seoul,Fencing,Fencing,"RIBOUD, Philippe",FRA,Men,Épée Team,Gold,Summer,Philippe
1988,Seoul,Fencing,Fencing,"SRECKI, Eric",FRA,Men,Épée Team,Gold,Summer,Eric
1988,Seoul,Fencing,Fencing,"BORRMANN, Elmar",FRG,Men,Épée Team,Silver,Summer,Elmar
1988,Seoul,Fencing,Fencing,"FISCHER, Volker",FRG,Men,Épée Team,Silver,Summer,Volker
1988,Seoul,Fencing,Fencing,"GERULL, Thomas",FRG,Men,Épée Team,Silver,Summer,Thomas
1988,Seoul,Fencing,Fencing,"PUSCH, Alexander",FRG,Men,Épée Team,Silver,Summer,Alexander
1988,Seoul,Fencing,Fencing,"SCHMITT, Arnd Rüdiger",FRG,Men,Épée Team,Silver,Summer,Arnd
1988,Seoul,Fencing,Fencing,"ROMANKOV, Aleksander",URS,Men,Foil Individual,Bronze,Summer,Aleksander
1988,Seoul,Fencing,Fencing,"CERIONI, Stefano",ITA,Men,Foil Individual,Gold,Summer,Stefano
1988,Seoul,Fencing,Fencing,"WAGNER, Udo",GDR,Men,Foil Individual,Silver,Summer,Udo
1988,Seoul,Fencing,Fencing,"FUNKENHAUSER, Zita-Eva",FRG,Women,Foil Individual,Bronze,Summer,Zita-Eva
1988,Seoul,Fencing,Fencing,"FICHTEL-MAURITZ, Anja",FRG,Women,Foil Individual,Gold,Summer,Anja
1988,Seoul,Fencing,Fencing,"BAU, Sabine Christiane",FRG,Women,Foil Individual,Silver,Summer,Sabine
1988,Seoul,Fencing,Fencing,"BUSA, Istvan",HUN,Men,Foil Team,Bronze,Summer,Istvan
1988,Seoul,Fencing,Fencing,"ERSEK, Zsolt",HUN,Men,Foil Team,Bronze,Summer,Zsolt
1988,Seoul,Fencing,Fencing,"GATAI, Robert",HUN,Men,Foil Team,Bronze,Summer,Robert
1988,Seoul,Fencing,Fencing,"SZEKERES, Pal",HUN,Men,Foil Team,Bronze,Summer,Pal
1988,Seoul,Fencing,Fencing,"SZELEI, Istvan",HUN,Men,Foil Team,Bronze,Summer,Istvan
1988,Seoul,Fencing,Fencing,"APTIAOURI, Vladimir",URS,Men,Foil Team,Gold,Summer,Vladimir
1988,Seoul,Fencing,Fencing,"IBRAGUIMOV, Anvar",URS,Men,Foil Team,Gold,Summer,Anvar
1988,Seoul,Fencing,Fencing,"KORETSKI, Boris",URS,Men,Foil Team,Gold,Summer,Boris
1988,Seoul,Fencing,Fencing,"MAMEDOV, Ilgar",URS,Men,Foil Team,Gold,Summer,Ilgar
1988,Seoul,Fencing,Fencing,"ROMANKOV, Aleksander",URS,Men,Foil Team,Gold,Summer,Aleksander
1988,Seoul,Fencing,Fencing,"BEHR, Matthias",FRG,Men,Foil Team,Silver,Summer,Matthias
1988,Seoul,Fencing,Fencing,"ENDRES, Thomas",FRG,Men,Foil Team,Silver,Summer,Thomas
1988,Seoul,Fencing,Fencing,"GEY, Matthias",FRG,Men,Foil Team,Silver,Summer,Matthias
1988,Seoul,Fencing,Fencing,"SCHRECK, Ulrich Rainer",FRG,Men,Foil Team,Silver,Summer,Ulrich
1988,Seoul,Fencing,Fencing,"WEIDNER, Thorsten",FRG,Men,Foil Team,Silver,Summer,Thorsten
1988,Seoul,Fencing,Fencing,"JANOSI-NEMETH, Zsuzsanna",HUN,Women,Foil Team,Bronze,Summer,Zsuzsanna
1988,Seoul,Fencing,Fencing,"KOVACS, Edit",HUN,Women,Foil Team,Bronze,Summer,Edit
1988,Seoul,Fencing,Fencing,"STEFANEK, Gertrud",HUN,Women,Foil Team,Bronze,Summer,Gertrud
1988,Seoul,Fencing,Fencing,"SZOCS, Zsuzsa",HUN,Women,Foil Team,Bronze,Summer,Zsuzsa
1988,Seoul,Fencing,Fencing,"TUSCHAK, Katalin",HUN,Women,Foil Team,Bronze,Summer,Katalin
1988,Seoul,Fencing,Fencing,"BAU, Sabine Christiane",FRG,Women,Foil Team,Gold,Summer,Sabine
1988,Seoul,Fencing,Fencing,"FICHTEL-MAURITZ, Anja",FRG,Women,Foil Team,Gold,Summer,Anja
1988,Seoul,Fencing,Fencing,"FUNKENHAUSER, Zita-Eva",FRG,Women,Foil Team,Gold,Summer,Zita-Eva
1988,Seoul,Fencing,Fencing,"KLUG, Anette",FRG,Women,Foil Team,Gold,Summer,Anette
1988,Seoul,Fencing,Fencing,"WEBER, Christiane",FRG,Women,Foil Team,Gold,Summer,Christiane
1988,Seoul,Fencing,Fencing,"BORTOLOZZI BORELLA, Francesca",ITA,Women,Foil Team,Silver,Summer,Francesca
1988,Seoul,Fencing,Fencing,"GANDOLFI, Annapia",ITA,Women,Foil Team,Silver,Summer,Annapia
1988,Seoul,Fencing,Fencing,"TRAVERSA, Lucia",ITA,Women,Foil Team,Silver,Summer,Lucia
1988,Seoul,Fencing,Fencing,"VACCARONI, Dorina",ITA,Women,Foil Team,Silver,Summer,Dorina
1988,Seoul,Fencing,Fencing,"ZALAFFI, Margherita",ITA,Women,Foil Team,Silver,Summer,Margherita
1988,Seoul,Fencing,Fencing,"SCALZO, Giovanni",ITA,Men,Sabre Individual,Bronze,Summer,Giovanni
1988,Seoul,Fencing,Fencing,"LAMOUR, Jean-Francois",FRA,Men,Sabre Individual,Gold,Summer,Jean-Francois
1988,Seoul,Fencing,Fencing,"OLECH, Janusz",POL,Men,Sabre Individual,Silver,Summer,Janusz
1988,Seoul,Fencing,Fencing,"CAVALIERE, Massimo",ITA,Men,Sabre Team,Bronze,Summer,Massimo
1988,Seoul,Fencing,Fencing,"DALLA BARBA, Gianfranco",ITA,Men,Sabre Team,Bronze,Summer,Gianfranco
1988,Seoul,Fencing,Fencing,"MARIN, Marco",ITA,Men,Sabre Team,Bronze,Summer,Marco
1988,Seoul,Fencing,Fencing,"MEGLIO, Ferdinando",ITA,Men,Sabre Team,Bronze,Summer,Ferdinando
1988,Seoul,Fencing,Fencing,"SCALZO, Giovanni",ITA,Men,Sabre Team,Bronze,Summer,Giovanni
1988,Seoul,Fencing,Fencing,"BUJDOSO, Imre",HUN,Men,Sabre Team,Gold,Summer,Imre
1988,Seoul,Fencing,Fencing,"CSONGRADI, Laszlo",HUN,Men,Sabre Team,Gold,Summer,Laszlo
1988,Seoul,Fencing,Fencing,"GEDOVARI, Imre",HUN,Men,Sabre Team,Gold,Summer,Imre
1988,Seoul,Fencing,Fencing,"NEBALD, György",HUN,Men,Sabre Team,Gold,Summer,György
1988,Seoul,Fencing,Fencing,"SZABO, Bence",HUN,Men,Sabre Team,Gold,Summer,Bence
1988,Seoul,Fencing,Fencing,"ALSHAN, Andrei",URS,Men,Sabre Team,Silver,Summer,Andrei
1988,Seoul,Fencing,Fencing,"BURTSEV, Mikhail",URS,Men,Sabre Team,Silver,Summer,Mikhail
1988,Seoul,Fencing,Fencing,"KORYAKIN, Sergei",URS,Men,Sabre Team,Silver,Summer,Sergei
1988,Seoul,Fencing,Fencing,"MINDIRGASOV, Sergei",URS,Men,Sabre Team,Silver,Summer,Sergei
1988,Seoul,Fencing,Fencing,"POGOSSOV, Gueorgui",URS,Men,Sabre Team,Silver,Summer,Gueorgui
1988,Seoul,Football,Football,"BOMMER, Rudolf",FRG,Men,Football,Bronze,Summer,Rudolf
1988,Seoul,Football,Football,"FACH, Holger",FRG,Men,Football,Bronze,Summer,Holger
1988,Seoul,Football,Football,"FUNKEL, Wolfgang",FRG,Men,Football,Bronze,Summer,Wolfgang
1988,Seoul,Football,Football,"GOERTZ, Armin",FRG,Men,Football,Bronze,Summer,Armin
1988,Seoul,Football,Football,"GRAHAMMER, Roland",FRG,Men,Football,Bronze,Summer,Roland
1988,Seoul,Football,Football,"HASSLER, Thomas",FRG,Men,Football,Bronze,Summer,Thomas
1988,Seoul,Football,Football,"HORSTER, Thomas",FRG,Men,Football,Bronze,Summer,Thomas
1988,Seoul,Football,Football,"JANSSEN, Olaf",FRG,Men,Football,Bronze,Summer,Olaf
1988,Seoul,Football,Football,"KAMPS, Uwe",FRG,Men,Football,Bronze,Summer,Uwe
1988,Seoul,Football,Football,"KLEPPINGER, Gerhard",FRG,Men,Football,Bronze,Summer,Gerhard
1988,Seoul,Football,Football,"KLINSMANN, Jurgen",FRG,Men,Football,Bronze,Summer,Jurgen
1988,Seoul,Football,Football,"MILL, Frank",FRG,Men,Football,Bronze,Summer,Frank
1988,Seoul,Football,Football,"RECK, Oliver",FRG,Men,Football,Bronze,Summer,Oliver
1988,Seoul,Football,Football,"RIEDLE, Karlheinz",FRG,Men,Football,Bronze,Summer,Karlheinz
1988,Seoul,Football,Football,"SAUER, Gunnar",FRG,Men,Football,Bronze,Summer,Gunnar
1988,Seoul,Football,Football,"SCHREIER, Christian",FRG,Men,Football,Bronze,Summer,Christian
1988,Seoul,Football,Football,"SCHULZ, Michael",FRG,Men,Football,Bronze,Summer,Michael
1988,Seoul,Football,Football,"SIEVERS, Ralf",FRG,Men,Football,Bronze,Summer,Ralf
1988,Seoul,Football,Football,"WALTER, Fritz",FRG,Men,Football,Bronze,Summer,Fritz
1988,Seoul,Football,Football,"WUTTKE, Wolfram",FRG,Men,Football,Bronze,Summer,Wolfram
